"Description" "polaczenie" "Distance" "ilosc_lotow"
"United Air Lines Inc." "Savannah(GA) - Chantilly(VA)" 515 2499
"United Air Lines Inc." "San Francisco(CA) - Ontario(CA)" 363 34839
"United Air Lines Inc." "Chantilly(VA) - White Plains(NY)" 247 605
"United Air Lines Inc." "Monterey(CA) - Bakersfield(CA)" 175 29
"United Air Lines Inc." "Las Vegas(NV) - Phoenix(AZ)" 256 65
"United Air Lines Inc." "Monterey(CA) - San Francisco(CA)" 77 12499
"United Air Lines Inc." "San Francisco(CA) - Arcata/Eureka(CA)" 250 174
"United Air Lines Inc." "San Francisco(CA) - Redding(CA)" 199 266
"United Air Lines Inc." "Santa Barbara(CA) - Los Angeles(CA)" 89 1288
"United Air Lines Inc." "Las Vegas(NV) - San Francisco(CA)" 414 60574
"United Air Lines Inc." "Klamath Falls(OR) - Medford(OR)" 60 29
"United Air Lines Inc." "San Francisco(CA) - Klamath Falls(OR)" 315 28
"United Air Lines Inc." "San Francisco(CA) - Boise(ID)" 522 19979
"United Air Lines Inc." "Arcata/Eureka(CA) - Redding(CA)" 101 91
"United Air Lines Inc." "Greensboro(NC) - Chantilly(VA)" 239 516
"United Air Lines Inc." "Tucson(AZ) - San Francisco(CA)" 751 68
"United Air Lines Inc." "Arcata/Eureka(CA) - San Francisco(CA)" 250 271
"United Air Lines Inc." "Redding(CA) - Arcata/Eureka(CA)" 101 184
"United Air Lines Inc." "White Plains(NY) - Chantilly(VA)" 247 593
"United Air Lines Inc." "Klamath Falls(OR) - San Francisco(CA)" 315 29
"United Air Lines Inc." "Medford(OR) - Klamath Falls(OR)" 60 29
"United Air Lines Inc." "Bakersfield(CA) - Monterey(CA)" 175 29
"United Air Lines Inc." "Chantilly(VA) - Buffalo(NY)" 284 4609
"United Air Lines Inc." "Miami(FL) - Ft. Myers(FL)" 105 272
"United Air Lines Inc." "Portland(OR) - Los Angeles(CA)" 834 33308
"United Air Lines Inc." "Los Angeles(CA) - Portland(OR)" 834 32780
"United Air Lines Inc." "Los Angeles(CA) - Ontario(CA)" 47 30
"United Air Lines Inc." "Buffalo(NY) - Rochester(NY)" 55 4606
"United Air Lines Inc." "Cleveland(OH) - Buffalo(NY)" 192 197
"United Air Lines Inc." "Buffalo(NY) - Cleveland(OH)" 192 199
"United Air Lines Inc." "Rochester(NY) - Buffalo(NY)" 55 3254
"United Air Lines Inc." "Los Angeles(CA) - Sacramento(CA)" 373 31741
"United Air Lines Inc." "Ft. Myers(FL) - Miami(FL)" 105 274
"United Air Lines Inc." "Wilmington(DE) - Chantilly(VA)" 111 29
"United Air Lines Inc." "Chantilly(VA) - Greensboro(NC)" 239 516
"United Air Lines Inc." "Los Angeles(CA) - Oakland(CA)" 337 37936
"United Air Lines Inc." "Chantilly(VA) - Savannah(GA)" 515 2415
"United Air Lines Inc." "Los Angeles(CA) - Salt Lake City(UT)" 590 1752
"United Air Lines Inc." "New York(NY) - Ft. Lauderdale(FL)" 1076 29
"United Air Lines Inc." "Ft. Lauderdale(FL) - New York(NY)" 1076 29
"United Air Lines Inc." "Newark(NJ) - Orlando(FL)" 938 2146
"United Air Lines Inc." "Orlando(FL) - Newark(NJ)" 938 2127
"United Air Lines Inc." "Boston(MA) - Ft. Lauderdale(FL)" 1237 28
"United Air Lines Inc." "Ft. Lauderdale(FL) - Boston(MA)" 1237 26
"United Air Lines Inc." "Windsor Locks(CT) - Ft. Lauderdale(FL)" 1173 30
"United Air Lines Inc." "Ft. Lauderdale(FL) - Tampa(FL)" 197 57
"United Air Lines Inc." "Tampa(FL) - Windsor Locks(CT)" 1111 24
"United Air Lines Inc." "Tampa(FL) - Philadelphia(PA)" 920 28
"United Air Lines Inc." "Philadelphia(PA) - Tampa(FL)" 920 29
"United Air Lines Inc." "Tampa(FL) - Ft. Lauderdale(FL)" 197 38
"United Air Lines Inc." "Tampa(FL) - New York(NY)" 1011 31
"United Air Lines Inc." "New York(NY) - Tampa(FL)" 1011 30
"United Air Lines Inc." "Orlando(FL) - New York(NY)" 950 2258
"United Air Lines Inc." "New York(NY) - Orlando(FL)" 950 2267
"United Air Lines Inc." "Palm Springs(CA) - Chicago(IL)" 1652 1606
"United Air Lines Inc." "Knoxville(TN) - Chicago(IL)" 475 12704
"United Air Lines Inc." "Las Vegas(NV) - Long Beach(CA)" 231 1
"United Air Lines Inc." "Los Angeles(CA) - Las Vegas(NV)" 236 41837
"United Air Lines Inc." "Honolulu(HI) - San Diego(CA)" 2614 72
"United Air Lines Inc." "Ft. Myers(FL) - Tampa(FL)" 110 284
"United Air Lines Inc." "Gunnison(CO) - Chicago(IL)" 1031 33
"United Air Lines Inc." "Chicago(IL) - Gunnison(CO)" 1031 34
"United Air Lines Inc." "Jacksonville(FL) - Chantilly(VA)" 631 2110
"United Air Lines Inc." "Detroit(MI) - Chantilly(VA)" 383 7122
"United Air Lines Inc." "Chantilly(VA) - Detroit(MI)" 383 7205
"United Air Lines Inc." "Chantilly(VA) - Jacksonville(FL)" 631 2078
"US Airways Inc." "Arlington(VA) - Pittsburgh(PA)" 205 41270
"US Airways Inc." "Pittsburgh(PA) - Denver(CO)" 1290 21196
"US Airways Inc." "Orlando(FL) - Pittsburgh(PA)" 834 42922
"US Airways Inc." "Pittsburgh(PA) - Providence(RI)" 467 24007
"US Airways Inc." "Philadelphia(PA) - Pittsburgh(PA)" 267 72041
"US Airways Inc." "Phoenix(AZ) - Tucson(AZ)" 110 3390
"US Airways Inc." "Pittsburgh(PA) - Phoenix(AZ)" 1813 22264
"US Airways Inc." "Phoenix(AZ) - Pittsburgh(PA)" 1813 22322
"US Airways Inc." "Pittsburgh(PA) - Harrisburg(PA)" 185 27788
"US Airways Inc." "Tucson(AZ) - Phoenix(AZ)" 110 3442
"US Airways Inc." "Pittsburgh(PA) - Houston(TX)" 1117 20704
"US Airways Inc." "Portland(ME) - Pittsburgh(PA)" 555 12979
"US Airways Inc." "Houston(TX) - Pittsburgh(PA)" 1117 20063
"US Airways Inc." "Pittsburgh(PA) - Boston(MA)" 496 48155
"US Airways Inc." "Pittsburgh(PA) - Dallas-Fort Worth(TX)" 1068 21441
"US Airways Inc." "Syracuse(NY) - Pittsburgh(PA)" 279 24072
"US Airways Inc." "Kansas City(MO) - Pittsburgh(PA)" 773 20585
"US Airways Inc." "Pittsburgh(PA) - Raleigh(NC)" 328 22591
"US Airways Inc." "Windsor Locks(CT) - Pittsburgh(PA)" 406 29073
"US Airways Inc." "Ft. Lauderdale(FL) - Pittsburgh(PA)" 994 20275
"US Airways Inc." "Pittsburgh(PA) - Buffalo(NY)" 186 24257
"US Airways Inc." "Harrisburg(PA) - Pittsburgh(PA)" 185 28037
"US Airways Inc." "Pittsburgh(PA) - San Diego(CA)" 2106 17217
"US Airways Inc." "Dallas-Fort Worth(TX) - Pittsburgh(PA)" 1068 21118
"US Airways Inc." "Pittsburgh(PA) - Philadelphia(PA)" 267 73534
"US Airways Inc." "Pittsburgh(PA) - Arlington(VA)" 205 41416
"US Airways Inc." "San Diego(CA) - Phoenix(AZ)" 304 10461
"US Airways Inc." "Orlando(FL) - Philadelphia(PA)" 861 56773
"US Airways Inc." "Philadelphia(PA) - Cleveland(OH)" 363 20213
"US Airways Inc." "Austin(TX) - San Antonio(TX)" 66 4438
"US Airways Inc." "San Antonio(TX) - Pittsburgh(PA)" 1277 5168
"US Airways Inc." "Newport News(VA) - Pittsburgh(PA)" 308 6248
"US Airways Inc." "Pittsburgh(PA) - Bristol(TN)" 301 3669
"US Airways Inc." "West Palm Beach(FL) - Pittsburgh(PA)" 952 13841
"US Airways Inc." "Ft. Myers(FL) - West Palm Beach(FL)" 103 31
"US Airways Inc." "Rochester(NY) - Pittsburgh(PA)" 224 23126
"US Airways Inc." "Indianapolis(IN) - Arlington(VA)" 499 18552
"US Airways Inc." "Los Angeles(CA) - Indianapolis(IN)" 1814 7262
"US Airways Inc." "Baltimore(MD) - Pittsburgh(PA)" 210 40347
"US Airways Inc." "Pittsburgh(PA) - Los Angeles(CA)" 2136 29136
"US Airways Inc." "Columbus(OH) - Newark(NJ)" 462 3903
"US Airways Inc." "Indianapolis(IN) - Columbus(OH)" 182 3832
"US Airways Inc." "Los Angeles(CA) - Pittsburgh(PA)" 2136 26697
"US Airways Inc." "Pittsburgh(PA) - Baltimore(MD)" 210 38443
"US Airways Inc." "Pittsburgh(PA) - New York(NY)" 335 56527
"US Airways Inc." "Columbus(OH) - Indianapolis(IN)" 182 3890
"US Airways Inc." "Newark(NJ) - Columbus(OH)" 462 3853
"US Airways Inc." "Indianapolis(IN) - Los Angeles(CA)" 1814 6814
"US Airways Inc." "Los Angeles(CA) - San Diego(CA)" 109 10480
"US Airways Inc." "San Francisco(CA) - Pittsburgh(PA)" 2254 23815
"US Airways Inc." "Pittsburgh(PA) - San Francisco(CA)" 2254 26852
"US Airways Inc." "New Orleans(LA) - Pittsburgh(PA)" 918 13611
"US Airways Inc." "Pittsburgh(PA) - Erie(PA)" 109 21669
"US Airways Inc." "Boston(MA) - Pittsburgh(PA)" 496 50876
"US Airways Inc." "New York(NY) - Pittsburgh(PA)" 335 59009
"US Airways Inc." "Pittsburgh(PA) - Albany(NY)" 367 24612
"US Airways Inc." "Denver(CO) - Pittsburgh(PA)" 1290 21076
"US Airways Inc." "Pittsburgh(PA) - Tampa(FL)" 873 31806
"US Airways Inc." "Tampa(FL) - Pittsburgh(PA)" 873 31397
"US Airways Inc." "Philadelphia(PA) - Buffalo(NY)" 279 28769
"US Airways Inc." "Ft. Myers(FL) - Philadelphia(PA)" 992 17566
"US Airways Inc." "Phoenix(AZ) - San Diego(CA)" 304 10312
"US Airways Inc." "Pittsburgh(PA) - Newark(NJ)" 319 42291
"US Airways Inc." "Buffalo(NY) - Pittsburgh(PA)" 186 24493
"US Airways Inc." "Pittsburgh(PA) - Ft. Lauderdale(FL)" 994 19762
"US Airways Inc." "Pittsburgh(PA) - Windsor Locks(CT)" 406 28468
"US Airways Inc." "San Diego(CA) - Pittsburgh(PA)" 2106 17360
"US Airways Inc." "New Orleans(LA) - Philadelphia(PA)" 1088 14892
"US Airways Inc." "Philadelphia(PA) - Boston(MA)" 280 103009
"US Airways Inc." "Albany(NY) - Pittsburgh(PA)" 367 24722
"US Airways Inc." "Pittsburgh(PA) - Orlando(FL)" 834 41920
"US Airways Inc." "Allentown(PA) - Pittsburgh(PA)" 253 21753
"US Airways Inc." "Wilkes-Barre/Scranton(PA) - Allentown(PA)" 50 787
"US Airways Inc." "Pittsburgh(PA) - New Orleans(LA)" 918 13415
"US Airways Inc." "Cleveland(OH) - Philadelphia(PA)" 363 19763
"US Airways Inc." "Milwaukee(WI) - Cleveland(OH)" 328 1839
"US Airways Inc." "Philadelphia(PA) - Orlando(FL)" 861 57348
"US Airways Inc." "Buffalo(NY) - Arlington(VA)" 296 17086
"US Airways Inc." "Pittsburgh(PA) - Norfolk(VA)" 330 20550
"US Airways Inc." "Pittsburgh(PA) - Kansas City(MO)" 773 21086
"US Airways Inc." "Cleveland(OH) - Pittsburgh(PA)" 105 23664
"US Airways Inc." "Pittsburgh(PA) - Ft. Myers(FL)" 966 11809
"US Airways Inc." "Houston(TX) - Philadelphia(PA)" 1324 14962
"US Airways Inc." "San Antonio(TX) - Houston(TX)" 191 2120
"US Airways Inc." "Pittsburgh(PA) - Syracuse(NY)" 279 23646
"US Airways Inc." "Newark(NJ) - Rochester(NY)" 246 8860
"US Airways Inc." "Covington(KY) - Pittsburgh(PA)" 256 13716
"US Airways Inc." "Norfolk(VA) - Pittsburgh(PA)" 330 20971
"US Airways Inc." "Pittsburgh(PA) - Louisville(KY)" 335 20995
"US Airways Inc." "Ft. Lauderdale(FL) - Philadelphia(PA)" 992 36731
"US Airways Inc." "Philadelphia(PA) - Windsor Locks(CT)" 196 35245
"US Airways Inc." "Philadelphia(PA) - West Palm Beach(FL)" 951 26492
"US Airways Inc." "Syracuse(NY) - Philadelphia(PA)" 228 24218
"US Airways Inc." "Albany(NY) - Rochester(NY)" 198 731
"US Airways Inc." "Arlington(VA) - Albany(NY)" 318 15663
"US Airways Inc." "Boston(MA) - Baltimore(MD)" 370 33498
"US Airways Inc." "Orlando(FL) - Baltimore(MD)" 787 23698
"US Airways Inc." "Pittsburgh(PA) - Minneapolis(MN)" 726 16652
"US Airways Inc." "Baltimore(MD) - Orlando(FL)" 787 24077
"US Airways Inc." "Cleveland(OH) - Boston(MA)" 563 6632
"US Airways Inc." "Indianapolis(IN) - Cleveland(OH)" 261 4779
"US Airways Inc." "Phoenix(AZ) - Indianapolis(IN)" 1489 5957
"US Airways Inc." "Boston(MA) - Philadelphia(PA)" 280 103716
"US Airways Inc." "Newark(NJ) - Pittsburgh(PA)" 319 43932
"US Airways Inc." "Philadelphia(PA) - Rochester(NY)" 257 26419
"US Airways Inc." "Providence(RI) - Philadelphia(PA)" 238 33138
"US Airways Inc." "Tampa(FL) - Philadelphia(PA)" 920 42810
"US Airways Inc." "Dayton(OH) - Louisville(KY)" 144 2005
"US Airways Inc." "Philadelphia(PA) - Dayton(OH)" 477 10356
"US Airways Inc." "Raleigh(NC) - Philadelphia(PA)" 336 30930
"US Airways Inc." "Minneapolis(MN) - Pittsburgh(PA)" 726 16670
"US Airways Inc." "Pittsburgh(PA) - Burlington(VT)" 454 10242
"US Airways Inc." "Buffalo(NY) - Cleveland(OH)" 192 2174
"US Airways Inc." "Cleveland(OH) - Tampa(FL)" 927 1878
"US Airways Inc." "Boston(MA) - Cleveland(OH)" 563 6257
"US Airways Inc." "Cleveland(OH) - Indianapolis(IN)" 261 4895
"US Airways Inc." "Indianapolis(IN) - Phoenix(AZ)" 1489 5961
"US Airways Inc." "Huntington(WV) - Pittsburgh(PA)" 192 8771
"US Airways Inc." "Islip(NY) - Albany(NY)" 139 1419
"US Airways Inc." "Pittsburgh(PA) - Cleveland(OH)" 105 23998
"US Airways Inc." "Chicago(IL) - Philadelphia(PA)" 678 35555
"US Airways Inc." "Philadelphia(PA) - Portland(ME)" 365 22218
"US Airways Inc." "Dayton(OH) - Pittsburgh(PA)" 215 20085
"US Airways Inc." "Pittsburgh(PA) - Lexington(KY)" 289 16078
"US Airways Inc." "Indianapolis(IN) - Louisville(KY)" 111 3615
"US Airways Inc." "Orlando(FL) - Indianapolis(IN)" 828 6608
"US Airways Inc." "Louisville(KY) - New York(NY)" 658 6452
"US Airways Inc." "New York(NY) - Pittsburgh(PA)" 340 6303
"US Airways Inc." "San Francisco(CA) - Indianapolis(IN)" 1944 4020
"US Airways Inc." "Rochester(NY) - Arlington(VA)" 296 14903
"US Airways Inc." "New York(NY) - Rochester(NY)" 254 20738
"US Airways Inc." "Arlington(VA) - Windsor Locks(CT)" 313 25840
"US Airways Inc." "Pittsburgh(PA) - Chantilly(VA)" 183 14851
"US Airways Inc." "New York(NY) - Buffalo(NY)" 292 34476
"US Airways Inc." "Cleveland(OH) - New York(NY)" 418 11077
"US Airways Inc." "New York(NY) - Columbus(OH)" 478 14123
"US Airways Inc." "Baltimore(MD) - Boston(MA)" 370 33472
"US Airways Inc." "Philadelphia(PA) - Syracuse(NY)" 228 24449
"US Airways Inc." "Indianapolis(IN) - Evansville(IN)" 135 5336
"US Airways Inc." "New York(NY) - Indianapolis(IN)" 659 13098
"US Airways Inc." "Memphis(TN) - Knoxville(TN)" 342 243
"US Airways Inc." "Knoxville(TN) - Pittsburgh(PA)" 382 10188
"US Airways Inc." "Newport News(VA) - Richmond(VA)" 52 30
"US Airways Inc." "Richmond(VA) - Pittsburgh(PA)" 259 20299
"US Airways Inc." "Newark(NJ) - Buffalo(NY)" 282 13072
"US Airways Inc." "Erie(PA) - Pittsburgh(PA)" 109 22008
"US Airways Inc." "Pittsburgh(PA) - Chicago(IL)" 412 43268
"US Airways Inc." "Detroit(MI) - Pittsburgh(PA)" 201 28499
"US Airways Inc." "Pittsburgh(PA) - Binghamton(NY)" 251 15843
"US Airways Inc." "Charleston(WV) - Pittsburgh(PA)" 164 19239
"US Airways Inc." "Pittsburgh(PA) - St Louis(MO)" 553 17594
"US Airways Inc." "Cleveland(OH) - Arlington(VA)" 310 5460
"US Airways Inc." "Arlington(VA) - Boston(MA)" 399 95775
"US Airways Inc." "Raleigh(NC) - Greer(SC)" 205 1196
"US Airways Inc." "Columbus(OH) - Pittsburgh(PA)" 144 23867
"US Airways Inc." "Buffalo(NY) - New York(NY)" 292 34642
"US Airways Inc." "Detroit(MI) - Philadelphia(PA)" 453 22062
"US Airways Inc." "Philadelphia(PA) - Jacksonville(FL)" 742 19112
"US Airways Inc." "Ft. Lauderdale(FL) - Cleveland(OH)" 1062 1271
"US Airways Inc." "Chantilly(VA) - Myrtle Beach(SC)" 372 29
"US Airways Inc." "Bristol(TN) - Pittsburgh(PA)" 301 3806
"US Airways Inc." "Harrisburg(PA) - Boston(MA)" 335 1390
"US Airways Inc." "Atlanta(GA) - Pittsburgh(PA)" 526 26205
"US Airways Inc." "Pittsburgh(PA) - Islip(NY)" 375 10230
"US Airways Inc." "Pittsburgh(PA) - Portland(ME)" 555 10460
"US Airways Inc." "Toledo(OH) - Pittsburgh(PA)" 201 16261
"US Airways Inc." "Columbus(OH) - Louisville(KY)" 198 205
"US Airways Inc." "Rochester(NY) - New York(NY)" 254 21143
"US Airways Inc." "Arlington(VA) - Buffalo(NY)" 296 17536
"US Airways Inc." "St Louis(MO) - Kansas City(MO)" 237 2657
"US Airways Inc." "Indianapolis(IN) - New York(NY)" 659 13116
"US Airways Inc." "Boston(MA) - Arlington(VA)" 399 95203
"US Airways Inc." "Arlington(VA) - Columbus(OH)" 322 13534
"US Airways Inc." "Rochester(NY) - Boston(MA)" 343 13821
"US Airways Inc." "Windsor Locks(CT) - Philadelphia(PA)" 196 34080
"US Airways Inc." "Kansas City(MO) - St Louis(MO)" 237 2718
"US Airways Inc." "Burlington(VT) - New York(NY)" 258 5562
"US Airways Inc." "New York(NY) - Cleveland(OH)" 418 11083
"US Airways Inc." "Buffalo(NY) - Philadelphia(PA)" 279 29174
"US Airways Inc." "Arlington(VA) - Islip(NY)" 249 1385
"US Airways Inc." "Indianapolis(IN) - Philadelphia(PA)" 587 23116
"US Airways Inc." "Philadelphia(PA) - Manchester(NH)" 290 29053
"US Airways Inc." "Chantilly(VA) - Pittsburgh(PA)" 183 14918
"US Airways Inc." "Syracuse(NY) - New York(NY)" 198 13100
"US Airways Inc." "Bristol(TN) - Knoxville(TN)" 100 235
"US Airways Inc." "Albany(NY) - Philadelphia(PA)" 212 28473
"US Airways Inc." "Philadelphia(PA) - Tampa(FL)" 920 42250
"US Airways Inc." "Ithaca(NY) - Pittsburgh(PA)" 239 10081
"US Airways Inc." "Pittsburgh(PA) - Charlotte(NC)" 366 61188
"US Airways Inc." "Pittsburgh(PA) - Columbus(OH)" 144 26336
"US Airways Inc." "Pittsburgh(PA) - San Antonio(TX)" 1277 5049
"US Airways Inc." "San Antonio(TX) - Austin(TX)" 66 4409
"US Airways Inc." "Pittsburgh(PA) - Rochester(NY)" 224 23360
"US Airways Inc." "Louisville(KY) - Pittsburgh(PA)" 335 21262
"US Airways Inc." "Philadelphia(PA) - Detroit(MI)" 453 21459
"US Airways Inc." "Cleveland(OH) - Ft. Lauderdale(FL)" 1062 1280
"US Airways Inc." "Philadelphia(PA) - Indianapolis(IN)" 587 24253
"US Airways Inc." "Buffalo(NY) - Boston(MA)" 396 13843
"US Airways Inc." "Cleveland(OH) - Rochester(NY)" 245 1318
"US Airways Inc." "Arlington(VA) - Cleveland(OH)" 310 5467
"US Airways Inc." "Pittsburgh(PA) - Detroit(MI)" 201 30015
"US Airways Inc." "Indianapolis(IN) - Pittsburgh(PA)" 325 27731
"US Airways Inc." "Memphis(TN) - Birmingham(AL)" 211 1218
"US Airways Inc." "Pittsburgh(PA) - Memphis(TN)" 652 4986
"US Airways Inc." "Providence(RI) - Pittsburgh(PA)" 467 24775
"US Airways Inc." "Pittsburgh(PA) - Elmira(NY)" 208 13627
"US Airways Inc." "Pittsburgh(PA) - Charleston(WV)" 164 19975
"US Airways Inc." "St Louis(MO) - Pittsburgh(PA)" 553 17448
"US Airways Inc." "Rochester(NY) - Newark(NJ)" 246 8822
"US Airways Inc." "Wilkes-Barre/Scranton(PA) - Pittsburgh(PA)" 243 20275
"US Airways Inc." "Buffalo(NY) - Newark(NJ)" 282 13456
"US Airways Inc." "Pittsburgh(PA) - Richmond(VA)" 259 19966
"US Airways Inc." "Chicago(IL) - Pittsburgh(PA)" 412 42883
"US Airways Inc." "Pittsburgh(PA) - Jacksonville(FL)" 695 2996
"US Airways Inc." "Pittsburgh(PA) - New York(NY)" 340 6275
"US Airways Inc." "Nashville(TN) - Pittsburgh(PA)" 462 20446
"US Airways Inc." "Memphis(TN) - Nashville(TN)" 200 907
"US Airways Inc." "Nashville(TN) - Birmingham(AL)" 177 2214
"US Airways Inc." "Islip(NY) - Pittsburgh(PA)" 375 11101
"US Airways Inc." "Pittsburgh(PA) - Nashville(TN)" 462 20488
"US Airways Inc." "Milwaukee(WI) - Pittsburgh(PA)" 431 19803
"US Airways Inc." "Boston(MA) - Rochester(NY)" 343 13731
"US Airways Inc." "Burlington(VT) - Pittsburgh(PA)" 454 12894
"US Airways Inc." "Pittsburgh(PA) - Toledo(OH)" 201 16107
"US Airways Inc." "Columbus(OH) - New York(NY)" 478 14151
"US Airways Inc." "Pittsburgh(PA) - Covington(KY)" 256 13683
"US Airways Inc." "Columbus(OH) - Philadelphia(PA)" 405 22428
"US Airways Inc." "Pittsburgh(PA) - Ithaca(NY)" 239 10576
"US Airways Inc." "Nashville(TN) - Philadelphia(PA)" 675 11921
"US Airways Inc." "New York(NY) - Syracuse(NY)" 198 13391
"US Airways Inc." "Philadelphia(PA) - Chicago(IL)" 678 35321
"US Airways Inc." "Greensboro(NC) - Pittsburgh(PA)" 304 17407
"US Airways Inc." "Columbus(OH) - Dayton(OH)" 72 1383
"US Airways Inc." "Philadelphia(PA) - Columbus(OH)" 405 20973
"US Airways Inc." "Rochester(NY) - Philadelphia(PA)" 257 26537
"US Airways Inc." "Indianapolis(IN) - Tampa(FL)" 838 5870
"US Airways Inc." "Milwaukee(WI) - Indianapolis(IN)" 238 2941
"US Airways Inc." "Pittsburgh(PA) - West Palm Beach(FL)" 952 13875
"US Airways Inc." "Evansville(IN) - Indianapolis(IN)" 135 5474
"US Airways Inc." "Jacksonville(FL) - Philadelphia(PA)" 742 19261
"US Airways Inc." "Pittsburgh(PA) - Knoxville(TN)" 382 9780
"US Airways Inc." "Knoxville(TN) - Bristol(TN)" 100 237
"US Airways Inc." "Pittsburgh(PA) - Newport News(VA)" 308 6152
"US Airways Inc." "Syracuse(NY) - Arlington(VA)" 298 15402
"US Airways Inc." "Greer(SC) - Raleigh(NC)" 205 1214
"US Airways Inc." "Covington(KY) - Louisville(KY)" 83 255
"US Airways Inc." "Norfolk(VA) - Philadelphia(PA)" 211 28141
"US Airways Inc." "Philadelphia(PA) - Covington(KY)" 507 7646
"US Airways Inc." "Boston(MA) - Harrisburg(PA)" 335 1397
"US Airways Inc." "Covington(KY) - Philadelphia(PA)" 507 7717
"US Airways Inc." "Louisville(KY) - Covington(KY)" 83 232
"US Airways Inc." "Philadelphia(PA) - Albany(NY)" 212 29214
"US Airways Inc." "Philadelphia(PA) - Ft. Lauderdale(FL)" 992 36860
"US Airways Inc." "Lexington(KY) - Pittsburgh(PA)" 289 16190
"US Airways Inc." "Pittsburgh(PA) - Manchester(NH)" 485 13750
"US Airways Inc." "Pittsburgh(PA) - Indianapolis(IN)" 325 27465
"US Airways Inc." "Columbus(OH) - Arlington(VA)" 322 14776
"US Airways Inc." "Arlington(VA) - Providence(RI)" 357 26231
"US Airways Inc." "Burlington(VT) - Syracuse(NY)" 175 213
"US Airways Inc." "Syracuse(NY) - Boston(MA)" 264 7244
"US Airways Inc." "Philadelphia(PA) - Norfolk(VA)" 211 27886
"US Airways Inc." "Newark(NJ) - Indianapolis(IN)" 644 6133
"US Airways Inc." "Indianapolis(IN) - Milwaukee(WI)" 238 2890
"US Airways Inc." "Norfolk(VA) - Myrtle Beach(SC)" 270 59
"US Airways Inc." "Manchester(NH) - Philadelphia(PA)" 290 27689
"US Airways Inc." "Albany(NY) - Islip(NY)" 139 2206
"US Airways Inc." "Islip(NY) - Arlington(VA)" 249 1416
"US Airways Inc." "Providence(RI) - Arlington(VA)" 357 26086
"US Airways Inc." "Boston(MA) - Buffalo(NY)" 396 14024
"US Airways Inc." "Arlington(VA) - Syracuse(NY)" 298 15266
"US Airways Inc." "Syracuse(NY) - Burlington(VT)" 175 216
"US Airways Inc." "Pittsburgh(PA) - Milwaukee(WI)" 431 19781
"US Airways Inc." "Boston(MA) - Syracuse(NY)" 264 7176
"US Airways Inc." "Syracuse(NY) - Buffalo(NY)" 134 2029
